TS,VAL
2022-02-01 01:44:00,-85
2022-02-01 01:45:00,-77
2022-02-01 01:46:00,-69
2022-02-01 01:47:00,-60
2022-02-01 01:48:00,-52
2022-02-01 01:49:00,-44
2022-02-01 01:50:00,-35
2022-02-01 01:51:00,-26
2022-02-01 01:52:00,-17
2022-02-01 01:53:00,-9
2022-02-01 01:54:00,0
2022-02-01 01:55:00,9
2022-02-01 01:56:00,17
2022-02-01 01:57:00,25
2022-02-01 01:58:00,34
2022-02-01 01:59:00,43
2022-02-01 02:00:00,51
2022-02-01 02:01:00,60
2022-02-01 02:02:00,68
2022-02-01 02:03:00,76
2022-02-01 02:04:00,83
2022-02-01 02:05:00,91
2022-02-01 02:06:00,98
2022-02-01 02:07:00,105
2022-02-01 02:08:00,112
2022-02-01 02:09:00,119
2022-02-01 02:10:00,125
2022-02-01 02:11:00,131
2022-02-01 02:12:00,137
2022-02-01 02:13:00,142
2022-02-01 02:14:00,147
2022-02-01 02:15:00,152
2022-02-01 02:16:00,157
2022-02-01 02:17:00,161
2022-02-01 02:18:00,165
2022-02-01 02:19:00,168
2022-02-01 02:20:00,172
2022-02-01 02:21:00,174
2022-02-01 02:22:00,176
2022-02-01 02:23:00,178
2022-02-01 02:24:00,179
2022-02-01 02:25:00,181
2022-02-01 02:26:00,181
2022-02-01 02:27:00,181
2022-02-01 02:28:00,181
2022-02-01 02:29:00,180
2022-02-01 02:30:00,179
2022-02-01 02:31:00,178
2022-02-01 02:32:00,176
2022-02-01 02:33:00,173
2022-02-01 02:34:00,171
2022-02-01 02:35:00,168
2022-02-01 02:36:00,164
2022-02-01 02:37:00,161
2022-02-01 02:38:00,157
2022-02-01 02:39:00,153
2022-02-01 02:40:00,148
2022-02-01 02:41:00,143
2022-02-01 02:42:00,138
2022-02-01 02:43:00,133
2022-02-01 02:44:00,127
2022-02-01 02:45:00,120
2022-02-01 02:46:00,114
2022-02-01 02:47:00,108
2022-02-01 02:48:00,101
2022-02-01 02:49:00,94
2022-02-01 02:50:00,86
2022-02-01 02:51:00,79
2022-02-01 02:52:00,72
2022-02-01 02:53:00,64
2022-02-01 02:54:00,57
2022-02-01 02:55:00,49
2022-02-01 02:56:00,41
2022-02-01 02:57:00,33
2022-02-01 02:58:00,27
2022-02-01 02:59:00,19
2022-02-01 03:00:00,12
2022-02-01 03:01:00,5
2022-02-01 03:02:00,-2
2022-02-01 03:03:00,-10
2022-02-01 03:04:00,-17
2022-02-01 03:05:00,-24
2022-02-01 03:06:00,-32
2022-02-01 03:07:00,-39
2022-02-01 03:08:00,-46
2022-02-01 03:09:00,-52
2022-02-01 03:10:00,-58
2022-02-01 03:11:00,-64
2022-02-01 03:12:00,-70
2022-02-01 03:13:00,-76
2022-02-01 03:14:00,-81
2022-02-01 03:15:00,-86
2022-02-01 03:16:00,-91
2022-02-01 03:17:00,-95
2022-02-01 03:18:00,-100
2022-02-01 03:19:00,-104
2022-02-01 03:20:00,-108
2022-02-01 03:21:00,-112
2022-02-01 03:22:00,-115
2022-02-01 03:23:00,-119
2022-02-01 03:24:00,-121
2022-02-01 03:25:00,-123
2022-02-01 03:26:00,-125
2022-02-01 03:27:00,-126
2022-02-01 03:28:00,-127
2022-02-01 03:29:00,-128
2022-02-01 03:30:00,-129
2022-02-01 03:31:00,-129
2022-02-01 03:32:00,-130
2022-02-01 03:33:00,-129
2022-02-01 03:34:00,-128
2022-02-01 03:35:00,-127
2022-02-01 03:36:00,-125
2022-02-01 03:37:00,-123
2022-02-01 03:38:00,-121
2022-02-01 03:39:00,-119
2022-02-01 03:40:00,-117
2022-02-01 03:41:00,-114
2022-02-01 03:42:00,-112
2022-02-01 03:43:00,-109
2022-02-01 03:44:00,-107
2022-02-01 03:45:00,-105
2022-02-01 03:46:00,-101
2022-02-01 03:47:00,-97
2022-02-01 03:48:00,-93
2022-02-01 03:49:00,-89
2022-02-01 03:50:00,-84
2022-02-01 03:51:00,-80
2022-02-01 03:52:00,-75
2022-02-01 03:53:00,-71
2022-02-01 03:54:00,-67
2022-02-01 03:55:00,-62
2022-02-01 03:56:00,-58
2022-02-01 03:57:00,-53
2022-02-01 03:58:00,-48
2022-02-01 03:59:00,-43
2022-02-01 04:00:00,-38
2022-02-01 04:01:00,-33
2022-02-01 04:02:00,-28
2022-02-01 04:03:00,-23
2022-02-01 04:04:00,-19
2022-02-01 04:05:00,-14
2022-02-01 04:06:00,-9
2022-02-01 04:07:00,-4
2022-02-01 04:08:00,0
2022-02-01 04:09:00,5
2022-02-01 04:10:00,9
2022-02-01 04:11:00,13
2022-02-01 04:12:00,17
2022-02-01 04:13:00,21
2022-02-01 04:14:00,25
2022-02-01 04:15:00,29
2022-02-01 04:16:00,32
2022-02-01 04:17:00,36
2022-02-01 04:18:00,40
2022-02-01 04:19:00,43
2022-02-01 04:20:00,46
2022-02-01 04:21:00,49
2022-02-01 04:22:00,52
2022-02-01 04:23:00,54
2022-02-01 04:24:00,57
2022-02-01 04:25:00,59
2022-02-01 04:26:00,61
2022-02-01 04:27:00,63
2022-02-01 04:28:00,64
2022-02-01 04:29:00,65
2022-02-01 04:30:00,67
2022-02-01 04:31:00,67
2022-02-01 04:32:00,68
2022-02-01 04:33:00,69
2022-02-01 04:34:00,70
2022-02-01 04:35:00,70
2022-02-01 04:36:00,70
2022-02-01 04:37:00,69
2022-02-01 04:38:00,69
2022-02-01 04:39:00,68
2022-02-01 04:40:00,67
2022-02-01 04:41:00,66
2022-02-01 04:42:00,65
2022-02-01 04:43:00,63
2022-02-01 04:44:00,62
2022-02-01 04:45:00,60
2022-02-01 04:46:00,58
2022-02-01 04:47:00,56
2022-02-01 04:48:00,54
2022-02-01 04:49:00,51
2022-02-01 04:50:00,49
2022-02-01 04:51:00,47
2022-02-01 04:52:00,44
2022-02-01 04:53:00,41
2022-02-01 04:54:00,38
2022-02-01 04:55:00,35
2022-02-01 04:56:00,32
2022-02-01 04:57:00,29
2022-02-01 04:58:00,26
2022-02-01 04:59:00,23
2022-02-01 05:00:00,20
2022-02-01 05:01:00,17
2022-02-01 05:02:00,14
2022-02-01 05:03:00,11
2022-02-01 05:04:00,7
2022-02-01 05:05:00,4
2022-02-01 05:06:00,1
2022-02-01 05:07:00,-2
2022-02-01 05:08:00,-4
2022-02-01 05:09:00,-7
2022-02-01 05:10:00,-10
2022-02-01 05:11:00,-13
2022-02-01 05:12:00,-15
2022-02-01 05:13:00,-18
2022-02-01 05:14:00,-20
2022-02-01 05:15:00,-23
2022-02-01 05:16:00,-25
2022-02-01 05:17:00,-27
2022-02-01 05:18:00,-29
2022-02-01 05:19:00,-30
2022-02-01 05:20:00,-32
2022-02-01 05:21:00,-33
2022-02-01 05:22:00,-34
2022-02-01 05:23:00,-35
2022-02-01 05:24:00,-36
2022-02-01 05:25:00,-37
2022-02-01 05:26:00,-37
2022-02-01 05:27:00,-37
2022-02-01 05:28:00,-38
2022-02-01 05:29:00,-38
2022-02-01 05:30:00,-38
2022-02-01 05:31:00,-37
2022-02-01 05:32:00,-36
2022-02-01 05:33:00,-35
2022-02-01 05:34:00,-34
2022-02-01 05:35:00,-33
2022-02-01 05:36:00,-32
2022-02-01 05:37:00,-31
2022-02-01 05:38:00,-29
2022-02-01 05:39:00,-28
2022-02-01 05:40:00,-26
2022-02-01 05:41:00,-24
2022-02-01 05:42:00,-22
2022-02-01 05:43:00,-20
2022-02-01 05:44:00,-17
2022-02-01 05:45:00,-15
2022-02-01 05:46:00,-12
2022-02-01 05:47:00,-10
2022-02-01 05:48:00,-8
2022-02-01 05:49:00,-5
2022-02-01 05:50:00,-3
2022-02-01 05:51:00,0
2022-02-01 05:52:00,3
2022-02-01 05:53:00,6
2022-02-01 05:54:00,9
2022-02-01 05:55:00,12
2022-02-01 05:56:00,15
2022-02-01 05:57:00,18
2022-02-01 05:58:00,21
2022-02-01 05:59:00,24
2022-02-01 06:00:00,27
2022-02-01 06:01:00,30
2022-02-01 06:02:00,33
2022-02-01 06:03:00,36
2022-02-01 06:04:00,38
2022-02-01 06:05:00,41
2022-02-01 06:06:00,43
2022-02-01 06:07:00,46
2022-02-01 06:08:00,49
2022-02-01 06:09:00,51
2022-02-01 06:10:00,52
2022-02-01 06:11:00,54
2022-02-01 06:12:00,55
2022-02-01 06:13:00,57
2022-02-01 06:14:00,58
2022-02-01 06:15:00,58
2022-02-01 06:16:00,59
2022-02-01 06:17:00,60
2022-02-01 06:18:00,60
2022-02-01 06:19:00,60
2022-02-01 06:20:00,60
2022-02-01 06:21:00,60
2022-02-01 06:22:00,59
2022-02-01 06:23:00,58
2022-02-01 06:24:00,57
2022-02-01 06:25:00,56
2022-02-01 06:26:00,54
2022-02-01 06:27:00,53
2022-02-01 06:28:00,51
2022-02-01 06:29:00,49
2022-02-01 06:30:00,47
2022-02-01 06:31:00,45
2022-02-01 06:32:00,42
2022-02-01 06:33:00,39
2022-02-01 06:34:00,37
2022-02-01 06:35:00,33
2022-02-01 06:36:00,30
2022-02-01 06:37:00,27
2022-02-01 06:38:00,23
2022-02-01 06:39:00,20
2022-02-01 06:40:00,15
2022-02-01 06:41:00,11
2022-02-01 06:42:00,8
2022-02-01 06:43:00,4
2022-02-01 06:44:00,0
2022-02-01 06:45:00,-4
2022-02-01 06:46:00,-9
2022-02-01 06:47:00,-13
2022-02-01 06:48:00,-18
2022-02-01 06:49:00,-23
2022-02-01 06:50:00,-27
2022-02-01 06:51:00,-32
2022-02-01 06:52:00,-37
2022-02-01 06:53:00,-41
2022-02-01 06:54:00,-46
2022-02-01 06:55:00,-51
2022-02-01 06:56:00,-56
2022-02-01 06:57:00,-60
2022-02-01 06:58:00,-64
2022-02-01 06:59:00,-69
2022-02-01 07:00:00,-73
2022-02-01 07:01:00,-78
2022-02-01 07:02:00,-81
2022-02-01 07:03:00,-85
2022-02-01 07:04:00,-89
2022-02-01 07:05:00,-92
2022-02-01 07:06:00,-96
2022-02-01 07:07:00,-99
2022-02-01 07:08:00,-102
2022-02-01 07:09:00,-105
2022-02-01 07:10:00,-107
2022-02-01 07:11:00,-109
2022-02-01 07:12:00,-111
2022-02-01 07:13:00,-112
2022-02-01 07:14:00,-114
2022-02-01 07:15:00,-116
2022-02-01 07:16:00,-117
2022-02-01 07:17:00,-118
2022-02-01 07:18:00,-118
2022-02-01 07:19:00,-118
2022-02-01 07:20:00,-117
2022-02-01 07:21:00,-117
2022-02-01 07:22:00,-115
2022-02-01 07:23:00,-114
2022-02-01 07:24:00,-112
2022-02-01 07:25:00,-110
2022-02-01 07:26:00,-108
2022-02-01 07:27:00,-106
2022-02-01 07:28:00,-103
2022-02-01 07:29:00,-100
2022-02-01 07:30:00,-97
2022-02-01 07:31:00,-93
2022-02-01 07:32:00,-89
2022-02-01 07:33:00,-85
2022-02-01 07:34:00,-81
2022-02-01 07:35:00,-76
2022-02-01 07:36:00,-71
2022-02-01 07:37:00,-66
2022-02-01 07:38:00,-61
2022-02-01 07:39:00,-56
2022-02-01 07:40:00,-50
2022-02-01 07:41:00,-44
2022-02-01 07:42:00,-39
2022-02-01 07:43:00,-33
2022-02-01 07:44:00,-26
2022-02-01 07:45:00,-20
2022-02-01 07:46:00,-14
2022-02-01 07:47:00,-7
2022-02-01 07:48:00,-1
2022-02-01 07:49:00,6
2022-02-01 07:50:00,13
2022-02-01 07:51:00,20
2022-02-01 07:52:00,26
2022-02-01 07:53:00,33
2022-02-01 07:54:00,39
2022-02-01 07:55:00,45
2022-02-01 07:56:00,52
2022-02-01 07:57:00,58
2022-02-01 07:58:00,64
2022-02-01 07:59:00,71
2022-02-01 08:00:00,77
2022-02-01 08:01:00,83
2022-02-01 08:02:00,89
2022-02-01 08:03:00,95
2022-02-01 08:04:00,101
2022-02-01 08:05:00,106
2022-02-01 08:06:00,111
2022-02-01 08:07:00,117
2022-02-01 08:08:00,122
2022-02-01 08:09:00,127
2022-02-01 08:10:00,131
2022-02-01 08:11:00,134
2022-02-01 08:12:00,138
2022-02-01 08:13:00,142
2022-02-01 08:14:00,146
2022-02-01 08:15:00,149
2022-02-01 08:16:00,152
2022-02-01 08:17:00,153
2022-02-01 08:18:00,155
2022-02-01 08:19:00,157
2022-02-01 08:20:00,158
2022-02-01 08:21:00,159
2022-02-01 08:22:00,159
2022-02-01 08:23:00,160
2022-02-01 08:24:00,160
2022-02-01 08:25:00,160
2022-02-01 08:26:00,160
2022-02-01 08:27:00,159
2022-02-01 08:28:00,158
2022-02-01 08:29:00,156
2022-02-01 08:30:00,154
2022-02-01 08:31:00,152
2022-02-01 08:32:00,150
2022-02-01 08:33:00,147
2022-02-01 08:34:00,143
2022-02-01 08:35:00,139
2022-02-01 08:36:00,136
2022-02-01 08:37:00,131
2022-02-01 08:38:00,127
2022-02-01 08:39:00,122
2022-02-01 08:40:00,117
2022-02-01 08:41:00,112
2022-02-01 08:42:00,106
2022-02-01 08:43:00,100
2022-02-01 08:44:00,95
2022-02-01 08:45:00,88
2022-02-01 08:46:00,82
2022-02-01 08:47:00,75
2022-02-01 08:48:00,67
2022-02-01 08:49:00,60
2022-02-01 08:50:00,52
2022-02-01 08:51:00,45
2022-02-01 08:52:00,37
2022-02-01 08:53:00,30
2022-02-01 08:54:00,22
2022-02-01 08:55:00,14
2022-02-01 08:56:00,6
2022-02-01 08:57:00,-2
2022-02-01 08:58:00,-10
2022-02-01 08:59:00,-18
2022-02-01 09:00:00,-26
2022-02-01 09:01:00,-34
2022-02-01 09:02:00,-41
2022-02-01 09:03:00,-49
2022-02-01 09:04:00,-56
2022-02-01 09:05:00,-64
2022-02-01 09:06:00,-71
2022-02-01 09:07:00,-78
2022-02-01 09:08:00,-85
2022-02-01 09:09:00,-92
2022-02-01 09:10:00,-98
2022-02-01 09:11:00,-105
2022-02-01 09:12:00,-111
2022-02-01 09:13:00,-117
2022-02-01 09:14:00,-123
2022-02-01 09:15:00,-128
2022-02-01 09:16:00,-134
2022-02-01 09:17:00,-139
2022-02-01 09:18:00,-143
2022-02-01 09:19:00,-148
2022-02-01 09:20:00,-152
2022-02-01 09:21:00,-155
2022-02-01 09:22:00,-159
2022-02-01 09:23:00,-163
2022-02-01 09:24:00,-166
2022-02-01 09:25:00,-168
2022-02-01 09:26:00,-170
2022-02-01 09:27:00,-172
2022-02-01 09:28:00,-173
2022-02-01 09:29:00,-174
2022-02-01 09:30:00,-175
2022-02-01 09:31:00,-175
2022-02-01 09:32:00,-175
2022-02-01 09:33:00,-174
2022-02-01 09:34:00,-174
2022-02-01 09:35:00,-172
2022-02-01 09:36:00,-170
2022-02-01 09:37:00,-168
2022-02-01 09:38:00,-166
2022-02-01 09:39:00,-163
2022-02-01 09:40:00,-160
2022-02-01 09:41:00,-156
2022-02-01 09:42:00,-153
2022-02-01 09:43:00,-148
2022-02-01 09:44:00,-144
2022-02-01 09:45:00,-139
2022-02-01 09:46:00,-134
2022-02-01 09:47:00,-129
2022-02-01 09:48:00,-123
2022-02-01 09:49:00,-117
2022-02-01 09:50:00,-111
2022-02-01 09:51:00,-105
2022-02-01 09:52:00,-98
2022-02-01 09:53:00,-91
2022-02-01 09:54:00,-85
2022-02-01 09:55:00,-78
2022-02-01 09:56:00,-71
2022-02-01 09:57:00,-63
2022-02-01 09:58:00,-56
2022-02-01 09:59:00,-48
2022-02-01 10:00:00,-40
2022-02-01 10:01:00,-33
2022-02-01 10:02:00,-25
2022-02-01 10:03:00,-17
2022-02-01 10:04:00,-9
2022-02-01 10:05:00,-1
2022-02-01 10:06:00,6
2022-02-01 10:07:00,14
2022-02-01 10:08:00,22
2022-02-01 10:09:00,29
2022-02-01 10:10:00,37
2022-02-01 10:11:00,45
2022-02-01 10:12:00,52
2022-02-01 10:13:00,59
2022-02-01 10:14:00,66
2022-02-01 10:15:00,73
2022-02-01 10:16:00,80
2022-02-01 10:17:00,87
2022-02-01 10:18:00,93
2022-02-01 10:19:00,99
2022-02-01 10:20:00,105
2022-02-01 10:21:00,111
2022-02-01 10:22:00,117
2022-02-01 10:23:00,122
2022-02-01 10:24:00,127
2022-02-01 10:25:00,132
2022-02-01 10:26:00,136
2022-02-01 10:27:00,140
2022-02-01 10:28:00,143
2022-02-01 10:29:00,147
2022-02-01 10:30:00,149
2022-02-01 10:31:00,152
2022-02-01 10:32:00,154
2022-02-01 10:33:00,156
2022-02-01 10:34:00,157
2022-02-01 10:35:00,158
2022-02-01 10:36:00,159
2022-02-01 10:37:00,159
2022-02-01 10:38:00,159
2022-02-01 10:39:00,159
2022-02-01 10:40:00,158
2022-02-01 10:41:00,157
2022-02-01 10:42:00,156
2022-02-01 10:43:00,154
2022-02-01 10:44:00,152
2022-02-01 10:45:00,149
2022-02-01 10:46:00,146
2022-02-01 10:47:00,143
2022-02-01 10:48:00,140
2022-02-01 10:49:00,137
2022-02-01 10:50:00,133
2022-02-01 10:51:00,129
2022-02-01 10:52:00,125
2022-02-01 10:53:00,121
2022-02-01 10:54:00,116
2022-02-01 10:55:00,111
2022-02-01 10:56:00,106
2022-02-01 10:57:00,100
2022-02-01 10:58:00,94
2022-02-01 10:59:00,88
2022-02-01 11:00:00,82
2022-02-01 11:01:00,76
2022-02-01 11:02:00,70
2022-02-01 11:03:00,63
2022-02-01 11:04:00,57
2022-02-01 11:05:00,50
2022-02-01 11:06:00,43
2022-02-01 11:07:00,36
2022-02-01 11:08:00,30
2022-02-01 11:09:00,23
2022-02-01 11:10:00,16
2022-02-01 11:11:00,9
2022-02-01 11:12:00,2
2022-02-01 11:13:00,-4
2022-02-01 11:14:00,-11
2022-02-01 11:15:00,-17
2022-02-01 11:16:00,-24
2022-02-01 11:17:00,-30
2022-02-01 11:18:00,-36
2022-02-01 11:19:00,-42
2022-02-01 11:20:00,-48
2022-02-01 11:21:00,-53
2022-02-01 11:22:00,-58
2022-02-01 11:23:00,-64
2022-02-01 11:24:00,-70
2022-02-01 11:25:00,-75
2022-02-01 11:26:00,-80
2022-02-01 11:27:00,-84
2022-02-01 11:28:00,-89
2022-02-01 11:29:00,-93
2022-02-01 11:30:00,-97
2022-02-01 11:31:00,-100
2022-02-01 11:32:00,-102
2022-02-01 11:33:00,-105
2022-02-01 11:34:00,-107
2022-02-01 11:35:00,-109
2022-02-01 11:36:00,-111
2022-02-01 11:37:00,-114
2022-02-01 11:38:00,-116
2022-02-01 11:39:00,-117
2022-02-01 11:40:00,-118
2022-02-01 11:41:00,-119
2022-02-01 11:42:00,-119
2022-02-01 11:43:00,-120
2022-02-01 11:44:00,-120
2022-02-01 11:45:00,-119
2022-02-01 11:46:00,-119
2022-02-01 11:47:00,-118
2022-02-01 11:48:00,-117
2022-02-01 11:49:00,-115
2022-02-01 11:50:00,-113
2022-02-01 11:51:00,-112
2022-02-01 11:52:00,-110
2022-02-01 11:53:00,-108
2022-02-01 11:54:00,-106
2022-02-01 11:55:00,-103
2022-02-01 11:56:00,-100
2022-02-01 11:57:00,-98
2022-02-01 11:58:00,-95
2022-02-01 11:59:00,-91
2022-02-01 12:00:00,-88
2022-02-01 12:01:00,-84
2022-02-01 12:02:00,-80
2022-02-01 12:03:00,-76
2022-02-01 12:04:00,-71
2022-02-01 12:05:00,-67
2022-02-01 12:06:00,-63
2022-02-01 12:07:00,-59
2022-02-01 12:08:00,-54
2022-02-01 12:09:00,-50
2022-02-01 12:10:00,-46
2022-02-01 12:11:00,-42
2022-02-01 12:12:00,-37
2022-02-01 12:13:00,-33
2022-02-01 12:14:00,-29
2022-02-01 12:15:00,-24
2022-02-01 12:16:00,-20
2022-02-01 12:17:00,-15
2022-02-01 12:18:00,-11
2022-02-01 12:19:00,-7
2022-02-01 12:20:00,-3
2022-02-01 12:21:00,1
2022-02-01 12:22:00,5
2022-02-01 12:23:00,9
2022-02-01 12:24:00,13
2022-02-01 12:25:00,16
2022-02-01 12:26:00,20
2022-02-01 12:27:00,23
2022-02-01 12:28:00,27
2022-02-01 12:29:00,30
2022-02-01 12:30:00,33
2022-02-01 12:31:00,36
2022-02-01 12:32:00,39
2022-02-01 12:33:00,42
2022-02-01 12:34:00,44
2022-02-01 12:35:00,46
2022-02-01 12:36:00,49
2022-02-01 12:37:00,51
2022-02-01 12:38:00,52
2022-02-01 12:39:00,53
2022-02-01 12:40:00,55
2022-02-01 12:41:00,56
2022-02-01 12:42:00,57
2022-02-01 12:43:00,58
2022-02-01 12:44:00,59
2022-02-01 12:45:00,59
2022-02-01 12:46:00,59
2022-02-01 12:47:00,59
2022-02-01 12:48:00,59
2022-02-01 12:49:00,59
2022-02-01 12:50:00,59
2022-02-01 12:51:00,58
2022-02-01 12:52:00,57
2022-02-01 12:53:00,56
2022-02-01 12:54:00,55
2022-02-01 12:55:00,53
2022-02-01 12:56:00,52
2022-02-01 12:57:00,50
2022-02-01 12:58:00,48
2022-02-01 12:59:00,46
2022-02-01 13:00:00,44
2022-02-01 13:01:00,42
2022-02-01 13:02:00,40
2022-02-01 13:03:00,38
2022-02-01 13:04:00,36
2022-02-01 13:05:00,33
2022-02-01 13:06:00,30
2022-02-01 13:07:00,28
2022-02-01 13:08:00,25
2022-02-01 13:09:00,23
2022-02-01 13:10:00,20
2022-02-01 13:11:00,17
2022-02-01 13:12:00,15
2022-02-01 13:13:00,12
2022-02-01 13:14:00,10
2022-02-01 13:15:00,8
2022-02-01 13:16:00,5
2022-02-01 13:17:00,2
2022-02-01 13:18:00,0
2022-02-01 13:19:00,-3
2022-02-01 13:20:00,-5
2022-02-01 13:21:00,-8
2022-02-01 13:22:00,-10
2022-02-01 13:23:00,-12
2022-02-01 13:24:00,-13
2022-02-01 13:25:00,-15
2022-02-01 13:26:00,-17
2022-02-01 13:27:00,-19
2022-02-01 13:28:00,-21
2022-02-01 13:29:00,-22
2022-02-01 13:30:00,-23
2022-02-01 13:31:00,-24
2022-02-01 13:32:00,-25
2022-02-01 13:33:00,-25
2022-02-01 13:34:00,-26
2022-02-01 13:35:00,-27
2022-02-01 13:36:00,-26
2022-02-01 13:37:00,-26
2022-02-01 13:38:00,-26
2022-02-01 13:39:00,-26
2022-02-01 13:40:00,-25
2022-02-01 13:41:00,-25
2022-02-01 13:42:00,-24
2022-02-01 13:43:00,-22
2022-02-01 13:44:00,-21
2022-02-01 13:45:00,-20
2022-02-01 13:46:00,-18
2022-02-01 13:47:00,-16
2022-02-01 13:48:00,-14
2022-02-01 13:49:00,-13
2022-02-01 13:50:00,-11
2022-02-01 13:51:00,-9
2022-02-01 13:52:00,-7
2022-02-01 13:53:00,-5
2022-02-01 13:54:00,-2
2022-02-01 13:55:00,0
2022-02-01 13:56:00,2
2022-02-01 13:57:00,5
2022-02-01 13:58:00,8
2022-02-01 13:59:00,11
2022-02-01 14:00:00,14
2022-02-01 14:01:00,18
2022-02-01 14:02:00,21
2022-02-01 14:03:00,24
2022-02-01 14:04:00,27
2022-02-01 14:05:00,30
2022-02-01 14:06:00,33
2022-02-01 14:07:00,35
2022-02-01 14:08:00,38
2022-02-01 14:09:00,41
2022-02-01 14:10:00,44
2022-02-01 14:11:00,46
2022-02-01 14:12:00,48
2022-02-01 14:13:00,51
2022-02-01 14:14:00,53
2022-02-01 14:15:00,55
2022-02-01 14:16:00,57
2022-02-01 14:17:00,59
2022-02-01 14:18:00,61
2022-02-01 14:19:00,62
2022-02-01 14:20:00,63
2022-02-01 14:21:00,64
2022-02-01 14:22:00,64
2022-02-01 14:23:00,65
2022-02-01 14:24:00,66
2022-02-01 14:25:00,67
2022-02-01 14:26:00,67
2022-02-01 14:27:00,67
2022-02-01 14:28:00,67
2022-02-01 14:29:00,67
2022-02-01 14:30:00,66
2022-02-01 14:31:00,66
2022-02-01 14:32:00,65
2022-02-01 14:33:00,64
2022-02-01 14:34:00,63
2022-02-01 14:35:00,62
2022-02-01 14:36:00,60
2022-02-01 14:37:00,58
2022-02-01 14:38:00,56
2022-02-01 14:39:00,54
2022-02-01 14:40:00,52
2022-02-01 14:41:00,49
2022-02-01 14:42:00,46
2022-02-01 14:43:00,43
2022-02-01 14:44:00,40
2022-02-01 14:45:00,37
2022-02-01 14:46:00,33
2022-02-01 14:47:00,29
2022-02-01 14:48:00,25
2022-02-01 14:49:00,20
2022-02-01 14:50:00,16
2022-02-01 14:51:00,12
2022-02-01 14:52:00,7
2022-02-01 14:53:00,3
2022-02-01 14:54:00,-2
2022-02-01 14:55:00,-6
2022-02-01 14:56:00,-11
2022-02-01 14:57:00,-16
2022-02-01 14:58:00,-20
2022-02-01 14:59:00,-25
2022-02-01 15:00:00,-29
2022-02-01 15:01:00,-34
2022-02-01 15:02:00,-38
2022-02-01 15:03:00,-44
